Signal
-0,223131
-0,204493
-0,115402
-0,097733
-0,139359
-0,081209
-0,109020
-0,175965
-0,117640
-0,131316
-0,121151
-0,185127
-0,196297
-0,264300
-0,161617
-0,213715
-0,225300
-0,218666
-0,227666
-0,171897
-0,150728
-0,175155
-0,169747
-0,172970
-0,122627
-0,158121
-0,066938
-0,179189
-0,067093
-0,140576
-0,105429
-0,266795
-0,223808
-0,177246
-0,240324
-0,219199
-0,187019
-0,201793
-0,152425
-0,173263
-0,095684
-0,078055
-0,048470
-0,068083
-0,108814
-0,121461
-0,148160
-0,154469
-0,128612
-0,074818
-0,046427
-0,219752
-0,171216
-0,193790
-0,101410
-0,135304
-0,233831
-0,268199
-0,243895
-0,005630
-0,087294
-0,212553
-0,066912
-0,075252
-0,048035
-0,059501
-0,102932
-0,073306
-0,088602
-0,004689
-0,103431
-0,084458
-0,144142
-0,195098
-0,183683
-0,121142
-0,074761
-0,121173
-0,111388
-0,120957
-0,125119
-0,050469
-0,163661
-0,027424
-0,049899
0,001863
-0,032923
-0,018642
-0,091305
-0,027226
-0,004184
-0,076058
-0,062055
-0,087842
-0,186518
-0,037458
-0,065163
-0,131311
-0,144829
-0,165660
-0,084346
-0,117634
-0,103382
-0,099528
-0,039604
-0,045863
0,037972
-0,046297
-0,086557
-0,004444
-0,118936
-0,164542
-0,115208
-0,100835
-0,069825
-0,031839
-0,171768
-0,170858
-0,124316
-0,129992
0,023748
-0,008893
-0,014166
0,027101
-0,017591
-0,043884
-0,089815
-0,054227
-0,034791
-0,153582
-0,120236
-0,128964
-0,207630
-0,173955
-0,114764
-0,206396
-0,216027
-0,200165
-0,211572
-0,178342
-0,085445
-0,113446
-0,154142
-0,088453
-0,060355
-0,074452
-0,010528
-0,057302
-0,102359
-0,136327
-0,165347
-0,135076
-0,149607
-0,242911
-0,134813
-0,231485
-0,207539
-0,290331
-0,184313
-0,151778
-0,136318
-0,148390
-0,096757
-0,087867
-0,115106
-0,175871
-0,122119
-0,173645
-0,138133
-0,083240
-0,186890
-0,216982
-0,129018
-0,205434
-0,159334
-0,217106
-0,204065
-0,187953
-0,165035
-0,297177
-0,210028
-0,188545
-0,133450
-0,173021
-0,185032
-0,072423
-0,124820
-0,123815
-0,239603
-0,132888
-0,209639
-0,223349
-0,283579
-0,257835
-0,185886
-0,181257
-0,166283
-0,222682
-0,210135
-0,178453
-0,288941
-0,195320
-0,193944
-0,196297
-0,168798
-0,145637
-0,124648
-0,180730
-0,201309
-0,173040
-0,219777
-0,231204
-0,227738
-0,186035
-0,222185
-0,157674
-0,354338
-0,334109
-0,239670
-0,193809
-0,083455
-0,116889
-0,060809
-0,022966
0,037661
0,094155
0,151162
0,220319
0,072185
0,221380
0,249131
0,394422
0,418692
0,395393
0,483933
0,559163
0,695709
0,660514
0,741075
0,901458
1,035693
1,034607
1,138275
1,154687
1,178379
1,133344
1,190073
1,125486
1,059267
1,043586
1,048603
1,015497
0,780360
0,782413
0,781457
0,611832
0,610099
0,587242
0,342507
0,435500
0,318144
0,287930
0,308276
0,067194
0,184210
0,113649
0,005778
-0,012047
-0,072476
-0,131365
-0,168498
-0,161389
-0,244522
-0,330795
-0,341212
-0,298757
-0,326355
-0,280642
-0,369228
-0,248124
-0,187354
-0,287639
-0,190424
-0,183344
-0,235964
-0,276577
-0,136493
-0,145130
-0,180979
-0,159474
-0,130370
-0,224497
-0,218926
-0,244232
-0,280190
-0,248504
-0,290463
-0,268486
-0,197029
-0,153362
-0,146848
-0,238924
-0,149060
-0,207593
-0,131145
-0,209211
-0,188829
-0,220858
-0,244327
-0,093870
-0,166436
-0,229650
-0,203307
-0,211325
-0,284751
-0,273112
-0,334173
-0,266079
-0,335324
-0,079269
-0,153906
-0,145921
-0,193158
-0,082317
-0,192169
-0,141259
-0,212451
-0,133766
-0,161280
-0,168648
-0,256196
-0,253265
-0,255820
-0,249885
-0,138963
-0,167702
-0,219075
-0,210642
-0,159867
-0,106332
-0,154222
-0,190713
-0,127441
-0,181382
-0,126501
-0,097970
-0,090628
-0,214767
-0,129927
-0,122679
-0,167747
-0,177128
-0,210414
-0,204843
-0,156474
-0,160940
-0,148410
-0,172022
-0,168171
-0,231292
-0,208025
-0,136202
-0,134734
-0,163460
-0,155332
-0,149265
-0,075429
-0,167366
-0,083068
-0,106043
-0,124488
-0,121275
-0,278500
-0,234397
-0,289422
-0,241423
-0,281445
-0,213423
-0,200733
-0,210291
-0,268982
-0,175279
-0,138720
-0,227297
-0,006496
-0,069469
-0,149789
-0,209828
-0,146576
-0,148414
-0,186574
-0,149892
-0,182511
-0,156453
-0,198273
-0,211146
-0,179959
-0,090271
-0,260405
-0,230009
-0,149668
-0,051123
-0,131757
-0,053305
-0,103637
-0,101490
-0,130267
-0,118844
-0,049286
-0,011698
-0,071802
-0,229160
-0,138179
-0,201807
-0,166480
-0,149224
-0,221777
-0,230521
-0,118048
-0,231739
-0,173201
-0,034392
-0,183778
-0,123241
0,005157
0,013938
-0,062258
-0,118606
-0,184949
-0,057462
-0,129448
-0,187525
-0,170448
-0,166649
-0,270132
-0,106414
-0,020561
-0,210342
-0,095514
-0,117855
-0,072562
-0,066831
-0,086484
-0,021688
0,015782
-0,075759
-0,071118
-0,073495
-0,062467
-0,029258
-0,078811
-0,057137
-0,154076
-0,149846
-0,103904
-0,126041
-0,105295
-0,103524
-0,041339
-0,093049
-0,031956
0,003488
-0,074646
0,013252
0,008514
0,009633
0,056726
0,026456
0,054799
0,067331
-0,053462
-0,027661
0,008538
-0,142938
-0,121619
-0,067241
0,028421
-0,029937
-0,048529
0,089205
0,125766
-0,026321
0,059483
-0,009429
0,145151
0,028382
0,087429
0,128330
0,071594
0,097308
0,085496
0,040987
0,053238
0,009129
-0,010074
0,077708
-0,035850
0,010885
-0,015945
0,037052
0,094229
0,126365
0,135451
0,075050
0,153815
0,218712
0,156023
0,093135
0,100867
0,052423
0,082035
0,079994
0,050013
0,029932
0,003622
-0,061021
0,028828
0,025189
-0,005712
-0,034691
-0,031448
0,166046
0,081419
0,187184
0,042675
0,101966
0,143447
0,157468
0,231287
0,093845
0,054484
0,075743
0,103444
-0,040439
0,016067
0,090290
-0,063749
0,025129
-0,024281
0,023265
0,009193
0,038685
0,144607
0,086054
0,137611
0,096544
0,146255
0,011530
0,042268
-0,007318
0,012917
-0,007291
-0,009180
0,001706
0,014854
-0,113466
-0,001485
-0,043728
0,066036
-0,040953
-0,042011
0,022860
0,050170
-0,030218
0,038118
0,061646
-0,010786
0,062893
-0,052481
-0,029461
-0,083910
0,003730
-0,019947
-0,127672
0,001968
-0,231447
-0,116729
-0,156852
-0,056881
-0,022246
-0,050206
-0,059193
